ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
2360	7874684438.jpg#1/A boy is covered in wet sand playing at a beach while a group of people enjoy the ocean in the background.	7874684438.jpg#2/A young boy wearing a bathing suit and goggles plays on the sand at the beach.	7874684438.jpg#3/A boy enjoying the sun, as the people in the back enjoy the ocean.	7874684438.jpg#4/A young boy, covered in mud, plays on the beach.	A boy running.	0	3	2	neutral
2361	3173976185.jpg#0/A black and white dog is standing on the grass with its mouth wide open.	3173976185.jpg#2/A black and white dog looks at the camera with an open mouth.	3173976185.jpg#3/The black and white dog has its mouth wide open.	3173976185.jpg#4/A black and white dog runs with its mouth open.	A dog barking.	0	3	2	neutral
2362	3057770908.jpg#0/A little girl wearing a blue shirt and blue checkered shorts is swinging on a rope swing outside.	3057770908.jpg#2/A girl in blue hanging on to a vine in a forest.	3057770908.jpg#3/A young girl in shorts is swinging on a vine.	3057770908.jpg#4/Young girl hanging on a vine.	A child smiling.	0	5	0	neutral
2363	4956591816.jpg#0/A blond woman dressed in a white skirt with pink polka dots and a "Pink Ladies" leather jacket and a man in a black leather jacket and sunglasses wait on a sidewalk.	4956591816.jpg#1/A woman wearing a pink ladies jacket and polka dot skirt with red shoes stands by a man in a leather coat.	4956591816.jpg#2/The woman in the pink and white dress is holding a bottle of water.	4956591816.jpg#3/The older lady in the white skirt is wearing pink shoes.	A couple stands.	3	0	2	entailment
2364	3636543173.jpg#0/The man wearing the brown jacket is holding a cigarette and the man behind him is holding a can of beer.	3636543173.jpg#1/A young man stands in a crowd beside another young man holding a beverage can.	3636543173.jpg#2/A man has his hands up while standing next to another man with a drink.	3636543173.jpg#4/Two young men are at a party.	Men posing for the camera.	1	2	2	neutral
2365	174611183.jpg#0/The guy in the gray Wagamama t-shirt seems a little tipsy as he chats with the woman smiling wearing a brown dress and Mardi Gras necklaces holding a glass of ale.	174611183.jpg#1/Two people are enjoying drinks while having a conversation with one another outdoors.	174611183.jpg#2/A man in a blue shirt and a woman in a dress having a conversation while drinking.	174611183.jpg#4/Guy and a girl drinking beer.	A man talks.	3	2	0	neutral
2366	4818385876.jpg#0/A young child smiling and looking outside of his window.	4818385876.jpg#1/A young boy looks up and out of a window in his house.	4818385876.jpg#2/A young child is looking up outside a window.	4818385876.jpg#3/Kid smiling looking out the window.	A boy peers.	5	0	0	entailment
2367	3568605391.jpg#1/One policeman sitting on his motorcycle with two fellow policeman standing to the left	3568605391.jpg#2/Three policemen, one on his cop bike, wearing black uniforms with black boots.	3568605391.jpg#3/Two standing policemen and one sitting on a motorcycle smile for the camera.	3568605391.jpg#4/Two policemen are standing and one policeman is sitting on his motorcycle.	Police officers standing.	5	0	0	entailment
2368	2572988623.jpg#0/Three people in black shirts sitting in a room with chairs lined against a wall and two tables in the middle of the room.	2572988623.jpg#1/The three people are sitting in chairs listening to another person talk.	2572988623.jpg#2/Three people in a classroom are listening to someone talk.	2572988623.jpg#3/African Americans sitting on chairs in a classroom.	Students listening to their teacher.	3	2	0	neutral
2369	7235990180.jpg#0/Two small blond children holding stick while standing in a crowd n the city.	7235990180.jpg#2/Two blond children, a boy and a girl, hold sticks and smile.	7235990180.jpg#3/The little girl and boy are entertained as the crowd watches.	7235990180.jpg#4/Two younger children are at an event both holding two sticks.	Children playing with toys.	4	0	1	entailment
2370	3611694228.jpg#0/Two men kickboxing, the man in the red shorts is kicking while the man in the black is blocking.	3611694228.jpg#2/Two MMA fighters wearing shorts and fighting in a cage match.	3611694228.jpg#3/Two men fight in a ring while spectators look on.	3611694228.jpg#4/Two men fighting in front of an audience.	Men boxing.	4	1	0	entailment
2371	4630355820.jpg#0/Four women (one with bright pink hair and clothes) look at something.	4630355820.jpg#2/Four women, one with bright pink on, standing in a line.	4630355820.jpg#3/Four women watching something and smiling.	4630355820.jpg#4/Four women are posing for a picture.	A group smiling.	5	0	0	entailment
2372	3076928208.jpg#0/A black and tan dog jumping in the air in a grassy area in front of a fence.	3076928208.jpg#1/Black and tan dog with all paws off ground and yellow object in mouth.	3076928208.jpg#2/A dog running with something in his mouth in the grass.	3076928208.jpg#4/The dog by the fence is running on the grass.	A dog playing in the yard.	5	0	0	entailment
2373	3671262694.jpg#0/A skateboarder is riding his board on a ramp in a skate park.	3671262694.jpg#1/The skateboarder is doing a trick at the skate park	3671262694.jpg#2/A man at a skate park doing a stunt.	3671262694.jpg#4/A skateboarder doing maneuvers.	Kid doing tricks on a skateboard.	3	0	2	contradiction
2374	4483996189.jpg#0/A group of five people are sitting on a sidewalk or courtyard while another man, on a higher level of ground, stands above them.	4483996189.jpg#1/People sitting on a lower level of a walkway, while a different person is walking above them among the trees.	4483996189.jpg#3/A group posses for a photo along a wall.	4483996189.jpg#4/A group of people sitting on a bench.	Three women talking.	0	3	2	neutral
2375	4792178546.jpg#1/Most of people wearing a red and yellow clothes	4792178546.jpg#2/A group of people waving red and yellow flags.	4792178546.jpg#3/Mexico having a traditional festival.	4792178546.jpg#4/A crowd waves red and yellow flags.	Groups cheer.	2	3	0	neutral
2376	2750912179.jpg#0/Two young, blond girls wearing dresses are playing and climbing on an iron fence; in the background is a red brick wall.	2750912179.jpg#2/Two young girls, wearing white dresses, with black designs, stand behind a fence.	2750912179.jpg#3/Two young girls dressed in their Sunday's best peer over a fence.	2750912179.jpg#4/Two girls climbing on a fence.	Children looking through a fence.	5	0	0	entailment
2377	1459032057.jpg#0/A girl with a striped shirt with bread in hands in front of mouth.	1459032057.jpg#1/This girl is eating a piece of bread in her striped shirt.	1459032057.jpg#3/A girl in a striped shirt holds a bun to her mouth.	1459032057.jpg#4/A little girl is eating a piece of bread.	A child eating food.	5	0	0	entailment
2378	3344287935.jpg#0/A number of people wait at a bus stop looking towards the sun, low in the sky.	3344287935.jpg#1/A man is sitting on a bench and smoking in front of other people.	3344287935.jpg#2/A man on a bench smoking and waiting for the bus to come.	3344287935.jpg#4/Old man smoking cigarette on bench.	Group of men and women waiting.	3	2	0	neutral
2379	539881707.jpg#0/A curly-haired man and a woman in a black tank top both play guitars and sing at a festival.	539881707.jpg#1/A woman in a tank top and a man with curly hair play guitars and sing into microphones.	539881707.jpg#2/A male and female are singing together at a festival while playing guitar.	539881707.jpg#4/A male and female musician are playing guitars and performing in public.	Man playing instrument on stage.	3	2	0	neutral
2380	457922852.jpg#1/A fruit vendor rests while awaiting customers.	457922852.jpg#2/A street fruit vendor waiting for customers.	457922852.jpg#3/A man is sitting outside next to fruit.	457922852.jpg#4/A fruit vendor sits alone in the dark.	A lady sitting in a room.	0	0	5	contradiction
2381	2085726719.jpg#0/Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.	2085726719.jpg#1/Two teen girls are looking at a small electronic device while wearing winter coats.	2085726719.jpg#2/Two girls holding drinks and looking at something on a cellphone.	2085726719.jpg#4/Two young girls huddle to look at a cellphone.	Women pose for a picture.	1	2	2	neutral
2382	6867047990.jpg#0/A snowboarder in a red jacket and light pants grabbing the snowboard while in a midair trick, high above a background landscape.	6867047990.jpg#1/Participant number five catches some big air on a snowboard.	6867047990.jpg#2/A snowboarder performs a grab trick in the air.	6867047990.jpg#3/A man performing stunts on a snowboard.	A man jumping.	3	1	1	entailment
2383	2623486961.jpg#1/A small group of workers appears to be working on street excavation or repair while a woman and a man walk past them as a black sedan drives by.	2623486961.jpg#2/Construction workers are gathered at a construction site along a city street during an excavation.	2623486961.jpg#3/Three construction workmen stand in a parking lot and look away from a large hole.	2623486961.jpg#4/Road workers among piles of debris.	A man sits in front.	0	0	5	contradiction
2384	781118358.jpg#0/A little boy with brown curly hair, wearing a red shirt, is jumping on a white bed.	781118358.jpg#2/A young boy in a red shirt jumps on a bed.	781118358.jpg#3/A curly-haired boy jumps up on a bed.	781118358.jpg#4/A little boy jumping on the bed	A child poised in midair.	3	1	1	entailment
2385	3017220118.jpg#1/A man in a fancy pattern jacket stands outside a club with two ladies.	3017220118.jpg#2/Three people, faces obscured, standing in formal dress.	3017220118.jpg#3/Two women looking at the camera and a man looking away.	3017220118.jpg#4/A group of three people walking together.	Two women taking a picture.	2	0	3	entailment
2386	3797596279.jpg#1/A girl in a white jacket and beige pants stands on top of a blue box.	3797596279.jpg#2/There are three children watching something on a screen.	3797596279.jpg#3/A lady looks at a poster with a face and several spoons.	3797596279.jpg#4/A girl in a white jacket is looking at a picture.	A little girl stands.	0	1	4	contradiction
2387	4051308506.jpg#0/Passengers wait to board another train as a witness snaps photos.	4051308506.jpg#1/A group of people at a train station for the arrival of a train.	4051308506.jpg#2/A group of men are waiting at a train station platform.	4051308506.jpg#3/A tall man in a gray suit walking towards the train.	A man taking a picture.	3	0	2	neutral
2388	3327563443.jpg#0/A woman in a white hat and a white t-shirt with a red basket woven purse is talking to a woman in a green shirt and red hat.	3327563443.jpg#1/A woman in a white baseball hat reveals her tan line to her friend, who wears a sunhat	3327563443.jpg#3/A young girl in a white hat with an older woman in a tan hat.	3327563443.jpg#4/Two women looking at the arm of the woman on the left.	A woman standing next to a woman.	5	0	0	entailment
2389	390360326.jpg#0/A dog with a frisbee in his mouth is running in a snowy field.	390360326.jpg#2/A dog running with something in its mouth	390360326.jpg#3/Tan dog with a toy running in the snow.	390360326.jpg#4/A dog runs across the snow.	A brown dog carrying a toy.	3	2	0	neutral
2390	517102724.jpg#1/The large black dog is walking in the water.	517102724.jpg#2/A black dog plays around near a waterfall.	517102724.jpg#3/Black dog prancing through the river.	517102724.jpg#4/A black dog in front of a waterfall.	A dog standing.	4	1	0	entailment
2391	3338082262.jpg#0/A man is splashing water from a bucket on a group of plants and leaves.	3338082262.jpg#1/An Asian man attempts to put out a wildfire with a small wooden bucket.	3338082262.jpg#3/A man tries to put out a blaze using buckets of water.	3338082262.jpg#4/A man desperately tries to put out a fire.	A man blowing.	1	0	4	contradiction
2392	2386366590.jpg#1/A group of individuals attend a park where they practice their martial arts.	2386366590.jpg#2/A shirtless got in blue pants is being chased by a girl in a black shirt.	2386366590.jpg#3/These people are exercising using the Oriental Ti Chi.	2386366590.jpg#4/A group of children appear to be playing outside.	Man stands on a lawn.	2	2	1	neutral
